Tên xe,Tên hãng xe,Năm sản xuất,Nơi bán,Giá,Link sản phẩm
Ford Territory Titanium 1.5 AT - 2024,Ford,2024,742,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-5486878
Kia Sportage Signature 1.6T AWD - 2024,Kia,2024,1014,TP HCM,https://bonbanh.com/xe-kia-sportage-signature-1.6t-awd-2024-5475016
Mitsubishi Attrage Premium 1.2 CVT - 2021,Mitsubishi,2021,399,Thái Bình,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2021-5594424
Ford Territory Trend 1.5 AT - 2024,Ford,2024,695,Hà Nội,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2024-5317756
Mercedes Benz S class S400L - 2016,Mercedes,2016,1680,Bắc Ninh,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5032001
Mazda CX5 2.0 Deluxe - 2020,Mazda,2020,678,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-deluxe-2020-5590530
BMW 5 Series 520i - 2013,BMW,2013,539,Bắc Ninh,https://bonbanh.com/xe-bmw-5_series-520i-2013-5563875
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5585363
Ford Everest Titanium 2.0L 4x2 AT - 2020,Ford,2020,930,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5578726
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4200,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5484054
Lamborghini Urus 4.0 V8 - 2019,Lamborghini,2019,15555,Hà Nội,https://bonbanh.com/xe-lamborghini-urus-4.0-v8-2019-5455186
Toyota Fortuner 2.4G 4x2 AT - 2021,Toyota,2021,968,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-5574502
Ford EcoSport Titanium 1.5L AT - 2015,Ford,2015,345,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2015-5555159
Subaru Forester 2.0i-S EyeSight - 2023,Subaru,2023,969,TP HCM,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2023-5523607
Honda HRV G - 2023,Honda,2023,704,Thái Nguyên,https://bonbanh.com/xe-honda-hrv-g-2023-5488779
Mercedes Benz GLC 200 4Matic - 2023,Mercedes,2023,2299,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5456066
Mercedes Benz GLC 200 4Matic - 2024,Mercedes,2024,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2024-5445158
Kia Cerato 2.0 AT - 2016,Kia,2016,395,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-2016-5571751
Mercedes Benz GLK Class GLK280 4Matic - 2009,Mercedes,2009,335,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-glk_class-glk280-4matic-2009-5563794
Toyota Corolla Cross 1.8V - 2021,Toyota,2021,768,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5554952
Ford Transit Luxury - 2018,Ford,2018,565,TP HCM,https://bonbanh.com/xe-ford-transit-luxury-2018-5529913
Suzuki XL7 1.5 AT - 2021,Suzuki,2021,515,Hà Nội,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2021-5593580
Hyundai SantaFe 2.4L - 2018,Hyundai,2018,710,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.4l-2018-5584112
Toyota Sienna Limited 3.5 - 2015,Toyota,2015,1739,TP HCM,https://bonbanh.com/xe-toyota-sienna-limited-3.5-2015-5580952
BMW 5 Series 520i - 2013,BMW,2013,539,Bắc Ninh,https://bonbanh.com/xe-bmw-5_series-520i-2013-5563875
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5585363
Ford Everest Titanium 2.0L 4x2 AT - 2020,Ford,2020,930,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5578726
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4200,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5484054
Lamborghini Urus 4.0 V8 - 2019,Lamborghini,2019,15555,Hà Nội,https://bonbanh.com/xe-lamborghini-urus-4.0-v8-2019-5455186
Toyota Fortuner 2.4G 4x2 AT - 2021,Toyota,2021,968,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-5574502
Ford EcoSport Titanium 1.5L AT - 2015,Ford,2015,345,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2015-5555159
Subaru Forester 2.0i-S EyeSight - 2023,Subaru,2023,969,TP HCM,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2023-5523607
Honda HRV G - 2023,Honda,2023,704,Thái Nguyên,https://bonbanh.com/xe-honda-hrv-g-2023-5488779
Mercedes Benz GLC 200 4Matic - 2023,Mercedes,2023,2299,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5456066
Mercedes Benz GLC 200 4Matic - 2024,Mercedes,2024,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2024-5445158
Kia Cerato 2.0 AT - 2016,Kia,2016,395,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-2016-5571751
Mercedes Benz GLK Class GLK280 4Matic - 2009,Mercedes,2009,335,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-glk_class-glk280-4matic-2009-5563794
Toyota Corolla Cross 1.8V - 2021,Toyota,2021,768,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5554952
Ford Transit Luxury - 2018,Ford,2018,565,TP HCM,https://bonbanh.com/xe-ford-transit-luxury-2018-5529913
Suzuki XL7 1.5 AT - 2021,Suzuki,2021,515,Hà Nội,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2021-5593580
Hyundai SantaFe 2.4L - 2018,Hyundai,2018,710,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.4l-2018-5584112
Toyota Sienna Limited 3.5 - 2015,Toyota,2015,1739,TP HCM,https://bonbanh.com/xe-toyota-sienna-limited-3.5-2015-5580952
Mercedes Benz GLC 300 Coupe 4Matic - 2019,Mercedes,2019,2038,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-coupe-4matic-2019-5570480
Lexus NX 200t - 2016,Lexus,2016,1250,Hà Nội,https://bonbanh.com/xe-lexus-nx-200t-2016-5553014
Hyundai Tucson 2.0 ATH - 2017,Hyundai,2017,645,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2017-5557926
Mercedes Benz CLS class CLS 350 - 2009,Mercedes,2009,340,TP HCM,https://bonbanh.com/xe-mercedes_benz-cls_class-cls-350-2009-5582759
MG RX5 1.5T LUX - 2024,MG,2024,660,Hà Nội,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2024-5579324
Volvo S90 LWB Ultimate B6 AWD - 2023,Volvo,2023,2140,TP HCM,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-5560395
BMW 7 Series 730Li M Sport - 2022,BMW,2022,3450,Hà Nội,https://bonbanh.com/xe-bmw-7_series-730li-m-sport-2022-5558979
Toyota Vios G 1.5 CVT - 2022,Toyota,2022,505,Hải Phòng,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5591355
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,630,Bắc Ninh,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5294877
Porsche Cayenne S - 2021,Porsche,2021,4800,Bắc Ninh,https://bonbanh.com/xe-porsche-cayenne-s-2021-5557058
Honda City 1.5TOP - 2020,Honda,2020,440,Bắc Ninh,https://bonbanh.com/xe-honda-city-1.5top-2020-5586810
LandRover Range Rover Evoque Dynamic - 2013,LandRover,2013,750,Bắc Ninh,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5218727
Mercedes Benz S class S400L - 2016,Mercedes,2016,1680,Bắc Ninh,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5032001
Mazda CX5 2.0 Deluxe - 2020,Mazda,2020,678,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-deluxe-2020-5590530
BMW 5 Series 520i - 2013,BMW,2013,539,Bắc Ninh,https://bonbanh.com/xe-bmw-5_series-520i-2013-5563875
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5585363
Ford Everest Titanium 2.0L 4x2 AT - 2020,Ford,2020,930,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5578726
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4200,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5484054
Lamborghini Urus 4.0 V8 - 2019,Lamborghini,2019,15555,Hà Nội,https://bonbanh.com/xe-lamborghini-urus-4.0-v8-2019-5455186
Toyota Fortuner 2.4G 4x2 AT - 2021,Toyota,2021,968,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-5574502
Ford EcoSport Titanium 1.5L AT - 2015,Ford,2015,345,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2015-5555159
Subaru Forester 2.0i-S EyeSight - 2023,Subaru,2023,969,TP HCM,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2023-5523607
Mercedes Benz GL 350 BlueTec 4Matic - 2010,Mercedes,2010,730,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gl-350-bluetec-4matic-2010-5443498
Mitsubishi Mirage 1.2 AT - 2016,Mitsubishi,2016,285,Đà Nẵng,https://bonbanh.com/xe-mitsubishi-mirage-1.2-at-2016-5436447
Lexus IS 250C - 2010,Lexus,2010,890,Hà Nội,https://bonbanh.com/xe-lexus-is-250c-2010-5376910
Mercedes Benz EQS 500 4Matic - 2023,Mercedes,2023,4999,Hà Nội,https://bonbanh.com/xe-mercedes_benz-eqs-500-4matic-2023-5264483
Toyota Fortuner Legender 2.4L 4x2 AT - 2024,Toyota,2024,1185,TP HCM,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2024-4617830
Hyundai Tucson 2.0 ATH - 2017,Hyundai,2017,645,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2017-5557926
Mercedes Benz CLS class CLS 350 - 2009,Mercedes,2009,340,TP HCM,https://bonbanh.com/xe-mercedes_benz-cls_class-cls-350-2009-5582759
MG RX5 1.5T LUX - 2024,MG,2024,660,Hà Nội,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2024-5579324
Volvo S90 LWB Ultimate B6 AWD - 2023,Volvo,2023,2140,TP HCM,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-5560395
BMW 7 Series 730Li M Sport - 2022,BMW,2022,3450,Hà Nội,https://bonbanh.com/xe-bmw-7_series-730li-m-sport-2022-5558979
Toyota Vios G 1.5 CVT - 2022,Toyota,2022,505,Hải Phòng,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5591355
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,630,Bắc Ninh,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5294877
Porsche Cayenne S - 2021,Porsche,2021,4800,Bắc Ninh,https://bonbanh.com/xe-porsche-cayenne-s-2021-5557058
Honda City 1.5TOP - 2020,Honda,2020,440,Bắc Ninh,https://bonbanh.com/xe-honda-city-1.5top-2020-5586810
LandRover Range Rover Evoque Dynamic - 2013,LandRover,2013,750,Bắc Ninh,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5218727
Mercedes Benz S class S400L - 2016,Mercedes,2016,1680,Bắc Ninh,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5032001
Mazda CX5 2.0 Deluxe - 2020,Mazda,2020,678,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-deluxe-2020-5590530
BMW 5 Series 520i - 2013,BMW,2013,539,Bắc Ninh,https://bonbanh.com/xe-bmw-5_series-520i-2013-5563875
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5585363
Ford Everest Titanium 2.0L 4x2 AT - 2020,Ford,2020,930,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5578726
Mitsubishi Mirage 1.2 AT - 2016,Mitsubishi,2016,285,Đà Nẵng,https://bonbanh.com/xe-mitsubishi-mirage-1.2-at-2016-5436447
Lexus IS 250C - 2010,Lexus,2010,890,Hà Nội,https://bonbanh.com/xe-lexus-is-250c-2010-5376910
Mercedes Benz EQS 500 4Matic - 2023,Mercedes,2023,4999,Hà Nội,https://bonbanh.com/xe-mercedes_benz-eqs-500-4matic-2023-5264483
Toyota Fortuner Legender 2.4L 4x2 AT - 2024,Toyota,2024,1185,TP HCM,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2024-4617830
Hyundai Tucson 2.0 ATH - 2017,Hyundai,2017,645,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2017-5557926
Mercedes Benz CLS class CLS 350 - 2009,Mercedes,2009,340,TP HCM,https://bonbanh.com/xe-mercedes_benz-cls_class-cls-350-2009-5582759
MG RX5 1.5T LUX - 2024,MG,2024,660,Hà Nội,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2024-5579324
Volvo S90 LWB Ultimate B6 AWD - 2023,Volvo,2023,2140,TP HCM,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-5560395
BMW 7 Series 730Li M Sport - 2022,BMW,2022,3450,Hà Nội,https://bonbanh.com/xe-bmw-7_series-730li-m-sport-2022-5558979
Toyota Vios G 1.5 CVT - 2022,Toyota,2022,505,Hải Phòng,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5591355
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,630,Bắc Ninh,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5294877
Porsche Cayenne S - 2021,Porsche,2021,4800,Bắc Ninh,https://bonbanh.com/xe-porsche-cayenne-s-2021-5557058
Honda City 1.5TOP - 2020,Honda,2020,440,Bắc Ninh,https://bonbanh.com/xe-honda-city-1.5top-2020-5586810
LandRover Range Rover Evoque Dynamic - 2013,LandRover,2013,750,Bắc Ninh,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5218727
Mercedes Benz S class S400L - 2016,Mercedes,2016,1680,Bắc Ninh,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5032001
Mazda CX5 2.0 Deluxe - 2020,Mazda,2020,678,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-deluxe-2020-5590530
BMW 5 Series 520i - 2013,BMW,2013,539,Bắc Ninh,https://bonbanh.com/xe-bmw-5_series-520i-2013-5563875
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5585363
Ford Everest Titanium 2.0L 4x2 AT - 2020,Ford,2020,930,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5578726
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4200,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5484054
Lexus NX 300 - 2018,Lexus,2018,1730,Hà Nội,https://bonbanh.com/xe-lexus-nx-300-2018-5568480
Toyota Yaris Cross HEV 1.5 CVT - 2024,Toyota,2024,730,Hải Phòng,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2024-5530713
MG 5 Luxury 1.5 AT - 2024,MG,2024,540,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2024-5249823
VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,VinFast,2022,345,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-5578507
Ford EcoSport Titanium 1.5 AT - 2021,Ford,2021,498,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2021-5576464
Hyundai Accent 1.4 AT Đặc Biệt - 2022,Hyundai,2022,495,Bình Dương,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5575171
Mercedes Benz E class E250 - 2014,Mercedes,2014,660,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5571313
BMW Z4 sDrive30i M Sport - 2021,BMW,2021,2350,Hà Nội,https://bonbanh.com/xe-bmw-z4-sdrive30i-m-sport-2021-5431437
VinFast Lux SA 2.0 Premium 2.0 AT - 2021,VinFast,2021,885,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5584340
Hyundai Accent 1.4 AT Đặc Biệt - 2021,Hyundai,2021,470,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2021-5564753
Chevrolet Captiva Revv LTZ 2.4 AT - 2017,Chevrolet,2017,465,TP HCM,https://bonbanh.com/xe-chevrolet-captiva-revv-ltz-2.4-at-2017-5552228
Hyundai Tucson 2.0 AT Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5551103
Mazda 3 1.5L Luxury - 2020,Mazda,2020,518,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5538493
Toyota Hilux 2.4E 4x2 AT - 2020,Toyota,2020,602,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2020-5584618
Mercedes Benz GLC 300 4Matic - 2022,Mercedes,2022,1878,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5581522
Hyundai Accent 1.4 AT - 2021,Hyundai,2021,445,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2021-5591478
Mazda 3 1.5 AT - 2018,Mazda,2018,448,Hưng Yên,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5580409
Ford Ranger XLS 2.2L 4x2 AT - 2020,Ford,2020,545,Nghệ An,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5579283
Ford Ranger XLS 2.0L 4x2 AT - 2022,Ford,2022,650,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2022-5575825
Peugeot 5008 1.6 AT - 2019,Peugeot,2019,730,Hà Nội,https://bonbanh.com/xe-peugeot-5008-1.6-at-2019-5439255
Ford EcoSport Titanium 1.5 AT - 2021,Ford,2021,498,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2021-5576464
Hyundai Accent 1.4 AT Đặc Biệt - 2022,Hyundai,2022,495,Bình Dương,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5575171
Mercedes Benz E class E250 - 2014,Mercedes,2014,660,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5571313
BMW Z4 sDrive30i M Sport - 2021,BMW,2021,2350,Hà Nội,https://bonbanh.com/xe-bmw-z4-sdrive30i-m-sport-2021-5431437
VinFast Lux SA 2.0 Premium 2.0 AT - 2021,VinFast,2021,885,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5584340
Hyundai Accent 1.4 AT Đặc Biệt - 2021,Hyundai,2021,470,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2021-5564753
Chevrolet Captiva Revv LTZ 2.4 AT - 2017,Chevrolet,2017,465,TP HCM,https://bonbanh.com/xe-chevrolet-captiva-revv-ltz-2.4-at-2017-5552228
Hyundai Tucson 2.0 AT Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5551103
Mazda 3 1.5L Luxury - 2020,Mazda,2020,518,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5538493
Toyota Hilux 2.4E 4x2 AT - 2020,Toyota,2020,602,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2020-5584618
Mercedes Benz GLC 300 4Matic - 2022,Mercedes,2022,1878,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5581522
Hyundai Accent 1.4 AT - 2021,Hyundai,2021,445,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2021-5591478
Mazda 3 1.5 AT - 2018,Mazda,2018,448,Hưng Yên,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5580409
Ford Ranger XLS 2.2L 4x2 AT - 2020,Ford,2020,545,Nghệ An,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5579283
Ford Ranger XLS 2.0L 4x2 AT - 2022,Ford,2022,650,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2022-5575825
Peugeot 5008 1.6 AT - 2019,Peugeot,2019,730,Hà Nội,https://bonbanh.com/xe-peugeot-5008-1.6-at-2019-5439255
Mitsubishi Xpander Premium 1.5 AT - 2023,Mitsubishi,2023,658,TP HCM,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5439241
Audi TT S-line 2.0 - 2008,Audi,2008,710,Hà Nội,https://bonbanh.com/xe-audi-tt-s-line-2.0-2008-5563120
Hyundai Creta Đặc biệt 1.5 AT - 2023,Hyundai,2023,655,Quảng Ninh,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2023-5521246
Toyota Innova 2.0 Venturer - 2018,Toyota,2018,590,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5520562
Mercedes Benz E class E250 - 2014,Mercedes,2014,660,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5571313
BMW Z4 sDrive30i M Sport - 2021,BMW,2021,2350,Hà Nội,https://bonbanh.com/xe-bmw-z4-sdrive30i-m-sport-2021-5431437
VinFast Lux SA 2.0 Premium 2.0 AT - 2021,VinFast,2021,885,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5584340
Hyundai Accent 1.4 AT Đặc Biệt - 2021,Hyundai,2021,470,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2021-5564753
Chevrolet Captiva Revv LTZ 2.4 AT - 2017,Chevrolet,2017,465,TP HCM,https://bonbanh.com/xe-chevrolet-captiva-revv-ltz-2.4-at-2017-5552228
Hyundai Tucson 2.0 AT Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5551103
Mazda 3 1.5L Luxury - 2020,Mazda,2020,518,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5538493
Toyota Hilux 2.4E 4x2 AT - 2020,Toyota,2020,602,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2020-5584618
Mercedes Benz GLC 300 4Matic - 2022,Mercedes,2022,1878,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5581522
Hyundai Accent 1.4 AT - 2021,Hyundai,2021,445,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2021-5591478
Mazda 3 1.5 AT - 2018,Mazda,2018,448,Hưng Yên,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5580409
Ford Ranger XLS 2.2L 4x2 AT - 2020,Ford,2020,545,Nghệ An,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5579283
Ford Ranger XLS 2.0L 4x2 AT - 2022,Ford,2022,650,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2022-5575825
Peugeot 5008 1.6 AT - 2019,Peugeot,2019,730,Hà Nội,https://bonbanh.com/xe-peugeot-5008-1.6-at-2019-5439255
Mitsubishi Xpander Premium 1.5 AT - 2023,Mitsubishi,2023,658,TP HCM,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5439241
Audi TT S-line 2.0 - 2008,Audi,2008,710,Hà Nội,https://bonbanh.com/xe-audi-tt-s-line-2.0-2008-5563120
Hyundai Creta Đặc biệt 1.5 AT - 2023,Hyundai,2023,655,Quảng Ninh,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2023-5521246
Toyota Innova 2.0 Venturer - 2018,Toyota,2018,590,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5520562
Toyota Yaris 1.3 AT - 2009,Toyota,2009,259,Hà Nội,https://bonbanh.com/xe-toyota-yaris-1.3-at-2009-5515390
Ford EcoSport Titanium 1.5L AT - 2019,Ford,2019,468,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5511007
Toyota Innova 2.0E - 2018,Toyota,2018,460,Quảng Ninh,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5498737
Toyota Veloz Cross 1.5 CVT - 2022,Toyota,2022,599,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5576208
Lexus NX 300 - 2018,Lexus,2018,1730,Hà Nội,https://bonbanh.com/xe-lexus-nx-300-2018-5568480
Toyota Yaris Cross HEV 1.5 CVT - 2024,Toyota,2024,730,Hải Phòng,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2024-5530713
MG 5 Luxury 1.5 AT - 2024,MG,2024,540,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2024-5249823
VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,VinFast,2022,345,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-5578507
Ford EcoSport Titanium 1.5 AT - 2021,Ford,2021,498,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2021-5576464
Hyundai Accent 1.4 AT Đặc Biệt - 2022,Hyundai,2022,495,Bình Dương,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5575171
Mercedes Benz E class E250 - 2014,Mercedes,2014,660,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5571313
BMW Z4 sDrive30i M Sport - 2021,BMW,2021,2350,Hà Nội,https://bonbanh.com/xe-bmw-z4-sdrive30i-m-sport-2021-5431437
VinFast Lux SA 2.0 Premium 2.0 AT - 2021,VinFast,2021,885,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5584340
Hyundai Accent 1.4 AT Đặc Biệt - 2021,Hyundai,2021,470,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2021-5564753
Chevrolet Captiva Revv LTZ 2.4 AT - 2017,Chevrolet,2017,465,TP HCM,https://bonbanh.com/xe-chevrolet-captiva-revv-ltz-2.4-at-2017-5552228
Hyundai Tucson 2.0 AT Đặc biệt - 2021,Hyundai,2021,795,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5551103
Mazda 3 1.5L Luxury - 2020,Mazda,2020,518,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5538493
